checklist,accession,sra_accession
ERC000031,SAMEA8963428,ERS6646177
ERC000031,SAMEA8963446,ERS6646195
ERC000031,SAMEA8963450,ERS6646199
ERC000031,SAMEA8963416,ERS6646165
ERC000031,SAMEA8963447,ERS6646196
ERC000031,SAMEA8963418,ERS6646167
ERC000031,SAMEA8963454,ERS6646203
ERC000031,SAMEA3635832,ERS942981
ERC000031,SAMEA3635662,ERS942811
ERC000031,SAMEA3635823,ERS942972
ERC000031,SAMEA3635818,ERS942967
ERC000031,SAMEA3635850,ERS942999
ERC000031,SAMEA3635838,ERS942987
ERC000031,SAMEA3635848,ERS942997
ERC000031,SAMEA3635666,ERS942815
ERC000031,SAMEA3635673,ERS942822
ERC000031,SAMEA3635681,ERS942830
ERC000031,SAMEA3635670,ERS942819
ERC000031,SAMEA3635665,ERS942814
ERC000031,SAMEA3635672,ERS942821
ERC000031,SAMEA3635671,ERS942820
ERC000031,SAMEA3635719,ERS942868
ERC000031,SAMEA3635590,ERS942739
ERC000031,SAMEA3635716,ERS942865
ERC000031,SAMEA3635591,ERS942740
ERC000031,SAMEA3635588,ERS942737
ERC000031,SAMEA3635586,ERS942735
ERC000031,SAMEA3635592,ERS942741
ERC000031,SAMEA3635729,ERS942878
ERC000031,SAMEA3635602,ERS942751
ERC000031,SAMEA3635601,ERS942750
ERC000031,SAMEA3635708,ERS942857
ERC000031,SAMEA3635727,ERS942876
ERC000031,SAMEA3635726,ERS942875
ERC000031,SAMEA3635608,ERS942757
ERC000031,SAMEA3635613,ERS942762
ERC000031,SAMEA3635897,ERS943046
ERC000031,SAMEA3635616,ERS942765
ERC000031,SAMEA3635603,ERS942752
ERC000031,SAMEA3635614,ERS942763
ERC000031,SAMEA3635732,ERS942881
ERC000031,SAMEA3635617,ERS942766
ERC000031,SAMEA3635887,ERS943036
ERC000031,SAMEA3635873,ERS943022
ERC000031,SAMEA3635596,ERS942745
ERC000031,SAMEA3635891,ERS943040
ERC000031,SAMEA3635902,ERS943051
ERC000031,SAMEA3635865,ERS943014
ERC000031,SAMEA3635612,ERS942761
ERC000031,SAMEA3635892,ERS943041
ERC000031,SAMEA3635746,ERS942895
ERC000031,SAMEA3635893,ERS943042
ERC000031,SAMEA3635733,ERS942882
ERC000031,SAMEA3635886,ERS943035
ERC000031,SAMEA3635937,ERS943086
ERC000031,SAMEA3635743,ERS942892
ERC000031,SAMEA3635944,ERS943093
ERC000031,SAMEA3635943,ERS943092
ERC000031,SAMEA3635941,ERS943090
ERC000031,SAMEA3635753,ERS942902
ERC000031,SAMEA3635925,ERS943074
ERC000031,SAMEA3635749,ERS942898
ERC000031,SAMEA3635939,ERS943088
ERC000031,SAMEA3635751,ERS942900
ERC000031,SAMEA3635754,ERS942903
ERC000031,SAMEA3635761,ERS942910
ERC000031,SAMEA3635955,ERS943104
ERC000031,SAMEA3635954,ERS943103
ERC000031,SAMEA3635958,ERS943107
ERC000031,SAMEA3635953,ERS943102
ERC000031,SAMEA3635768,ERS942917
ERC000031,SAMEA3635769,ERS942918
ERC000031,SAMEA3635755,ERS942904
ERC000031,SAMEA3635762,ERS942911
ERC000031,SAMEA3635765,ERS942914
ERC000031,SAMEA3635950,ERS943099
ERC000031,SAMEA3635780,ERS942929
ERC000031,SAMEA3635777,ERS942926
ERC000031,SAMEA3635789,ERS942938
ERC000031,SAMEA3635806,ERS942955
ERC000031,SAMEA3635787,ERS942936
ERC000031,SAMEA3635785,ERS942934
ERC000031,SAMEA3635779,ERS942928
ERC000031,SAMEA3635796,ERS942945
ERC000031,SAMEA3635830,ERS942979
ERC000031,SAMEA3635845,ERS942994
ERC000031,SAMEA3635833,ERS942982
ERC000031,SAMEA3635836,ERS942985
ERC000031,SAMEA3635826,ERS942975
ERC000031,SAMEA3635803,ERS942952
ERC000031,SAMEA3635816,ERS942965
ERC000031,SAMEA3635805,ERS942954
ERC000031,SAMEA3635804,ERS942953
ERC000031,SAMEA6638669,ERS4399925
ERC000031,SAMEA6638631,ERS4399888
ERC000031,SAMEA6638676,ERS4399932
ERC000031,SAMEA6638845,ERS4400101
ERC000032,SAMEA115109380,ERS17745099
ERC000032,SAMEA115109386,ERS17745105
ERC000032,SAMEA115109383,ERS17745102
ERC000032,SAMEA115109395,ERS17745114
ERC000032,SAMEA115109389,ERS17745108
ERC000032,SAMEA113993543,ERS15977392
ERC000032,SAMEA113993541,ERS15977390
ERC000032,SAMEA114003670,ERS15987517
ERC000032,SAMEA113995272,ERS15979119
ERC000032,SAMEA113997461,ERS15981308
ERC000032,SAMEA115428822,ERS18590465
ERC000032,SAMEA115428864,ERS18590507
ERC000032,SAMEA115428843,ERS18590486
ERC000032,SAMEA115428848,ERS18590491
ERC000032,SAMEA115428830,ERS18590473
ERC000032,SAMEA115428999,ERS18590642
ERC000032,SAMEA115428851,ERS18590494
ERC000032,SAMEA115428857,ERS18590500
ERC000032,SAMEA115428866,ERS18590509
ERC000032,SAMEA115429009,ERS18590652
ERC000032,SAMEA115428849,ERS18590492
ERC000032,SAMEA115428850,ERS18590493
ERC000032,SAMEA115429022,ERS18590665
ERC000032,SAMEA115428832,ERS18590475
ERC000032,SAMEA115428758,ERS18590401
ERC000032,SAMEA115428885,ERS18590528
ERC000032,SAMEA115429018,ERS18590661
ERC000032,SAMEA115429032,ERS18590675
ERC000032,SAMEA115429054,ERS18590697
ERC000032,SAMEA115429069,ERS18590712
ERC000032,SAMEA115429073,ERS18590716
ERC000032,SAMEA115429049,ERS18590692
ERC000032,SAMEA115428845,ERS18590488
ERC000032,SAMEA115428998,ERS18590641
ERC000032,SAMEA115428827,ERS18590470
ERC000032,SAMEA115429019,ERS18590662
ERC000032,SAMEA115429028,ERS18590671
ERC000032,SAMEA115428912,ERS18590555
ERC000032,SAMEA115429027,ERS18590670
ERC000032,SAMEA115429045,ERS18590688
ERC000032,SAMEA115428861,ERS18590504
ERC000032,SAMEA115428750,ERS18590393
ERC000032,SAMEA115429041,ERS18590684
ERC000032,SAMEA115428901,ERS18590544
ERC000032,SAMEA115429034,ERS18590677
ERC000032,SAMEA115428853,ERS18590496
ERC000032,SAMEA115428839,ERS18590482
ERC000032,SAMEA115428831,ERS18590474
ERC000032,SAMEA115429058,ERS18590701
ERC000032,SAMEA115429071,ERS18590714
ERC000032,SAMEA115428881,ERS18590524
ERC000032,SAMEA115429011,ERS18590654
ERC000032,SAMEA115429075,ERS18590718
ERC000032,SAMEA115429010,ERS18590653
ERC000032,SAMEA115429066,ERS18590709
ERC000032,SAMEA115429064,ERS18590707
ERC000032,SAMEA115429068,ERS18590711
ERC000032,SAMEA115428776,ERS18590419
ERC000032,SAMEA115428765,ERS18590408
ERC000032,SAMEA115428940,ERS18590583
ERC000032,SAMEA115428767,ERS18590410
ERC000032,SAMEA115428754,ERS18590397
ERC000032,SAMEA115428937,ERS18590580
ERC000032,SAMEA115428873,ERS18590516
ERC000032,SAMEA115428910,ERS18590553
ERC000032,SAMEA115428955,ERS18590598
ERC000032,SAMEA115428755,ERS18590398
ERC000032,SAMEA115428770,ERS18590413
ERC000032,SAMEA115428769,ERS18590412
ERC000032,SAMEA115428922,ERS18590565
ERC000032,SAMEA115428932,ERS18590575
ERC000032,SAMEA115428757,ERS18590400
ERC000032,SAMEA115428989,ERS18590632
ERC000032,SAMEA115428898,ERS18590541
ERC000032,SAMEA115428956,ERS18590599
ERC000032,SAMEA115428878,ERS18590521
ERC000032,SAMEA115428925,ERS18590568
ERC000032,SAMEA115428933,ERS18590576
ERC000032,SAMEA115428786,ERS18590429
ERC000032,SAMEA115428913,ERS18590556
ERC000032,SAMEA115428954,ERS18590597
ERC000032,SAMEA115428781,ERS18590424
ERC000032,SAMEA115428986,ERS18590629
ERC000032,SAMEA115428804,ERS18590447
ERC000032,SAMEA115428976,ERS18590619
ERC000032,SAMEA115428970,ERS18590613
ERC000032,SAMEA115428949,ERS18590592
ERC000032,SAMEA115428774,ERS18590417
ERC000032,SAMEA115428820,ERS18590463
ERC000032,SAMEA115428981,ERS18590624
ERC000032,SAMEA115428775,ERS18590418
ERC000032,SAMEA115428958,ERS18590601
ERC000032,SAMEA115428811,ERS18590454
ERC000032,SAMEA115428964,ERS18590607
ERC000032,SAMEA115428800,ERS18590443
ERC000032,SAMEA115428967,ERS18590610
ERC000032,SAMEA115428961,ERS18590604
ERC000032,SAMEA115428817,ERS18590460
ERC000032,SAMEA115428988,ERS18590631
ERC000032,SAMEA115428992,ERS18590635
ERC000033,SAMEA113878654,ERS15872823
ERC000033,SAMEA113878340,ERS15872509
ERC000033,SAMEA113878333,ERS15872502
ERC000033,SAMEA113881867,ERS15876036
ERC000033,SAMEA113882745,ERS15876914
ERC000033,SAMEA113884048,ERS15878217
ERC000033,SAMEA113878650,ERS15872819
ERC000033,SAMEA113881861,ERS15876030
ERC000033,SAMEA113878656,ERS15872825
ERC000033,SAMEA113878961,ERS15873130
ERC000033,SAMEA113878489,ERS15872658
ERC000033,SAMEA113882920,ERS15877089
ERC000033,SAMEA113882591,ERS15876760
ERC000033,SAMEA113882608,ERS15876777
ERC000033,SAMEA113882585,ERS15876754
ERC000033,SAMEA113878488,ERS15872657
ERC000033,SAMEA113878644,ERS15872813
ERC000033,SAMEA113878643,ERS15872812
ERC000033,SAMEA113884039,ERS15878208
ERC000033,SAMEA113878802,ERS15872971
ERC000033,SAMEA113878967,ERS15873136
ERC000033,SAMEA113882599,ERS15876768
ERC000033,SAMEA113882597,ERS15876766
ERC000033,SAMEA113882142,ERS15876311
ERC000033,SAMEA113878805,ERS15872974
ERC000033,SAMEA113878647,ERS15872816
ERC000033,SAMEA113878809,ERS15872978
ERC000033,SAMEA113879127,ERS15873296
ERC000033,SAMEA113878803,ERS15872972
ERC000033,SAMEA113883889,ERS15878058
ERC000033,SAMEA113882741,ERS15876910
ERC000033,SAMEA113878965,ERS15873134
ERC000033,SAMEA113883246,ERS15877415
ERC000033,SAMEA113883633,ERS15877802
ERC000033,SAMEA113878970,ERS15873139
ERC000033,SAMEA113878969,ERS15873138
ERC000033,SAMEA113878807,ERS15872976
ERC000033,SAMEA113878801,ERS15872970
ERC000033,SAMEA113882748,ERS15876917
ERC000033,SAMEA113881871,ERS15876040
ERC000033,SAMEA113882596,ERS15876765
ERC000033,SAMEA113878499,ERS15872668
ERC000033,SAMEA113883238,ERS15877407
ERC000033,SAMEA113878649,ERS15872818
ERC000033,SAMEA113878968,ERS15873137
ERC000033,SAMEA113882445,ERS15876614
ERC000033,SAMEA113878804,ERS15872973
ERC000033,SAMEA113882739,ERS15876908
ERC000033,SAMEA113879124,ERS15873293
ERC000033,SAMEA113883882,ERS15878051
ERC000033,SAMEA113878653,ERS15872822
ERC000033,SAMEA113879286,ERS15873455
ERC000033,SAMEA113881401,ERS15875570
ERC000033,SAMEA113879287,ERS15873456
ERC000033,SAMEA113881876,ERS15876045
ERC000033,SAMEA113881560,ERS15875729
ERC000033,SAMEA113883896,ERS15878065
ERC000033,SAMEA113881873,ERS15876042
ERC000033,SAMEA113882035,ERS15876204
ERC000033,SAMEA113881723,ERS15875892
ERC000033,SAMEA113881559,ERS15875728
ERC000033,SAMEA113881877,ERS15876046
ERC000033,SAMEA113881402,ERS15875571
ERC000033,SAMEA113881567,ERS15875736
ERC000033,SAMEA113879285,ERS15873454
ERC000033,SAMEA113881874,ERS15876043
ERC000033,SAMEA113882454,ERS15876623
ERC000033,SAMEA113883086,ERS15877255
ERC000033,SAMEA113881403,ERS15875572
ERC000033,SAMEA113883077,ERS15877246
ERC000033,SAMEA113881563,ERS15875732
ERC000033,SAMEA113883085,ERS15877254
ERC000033,SAMEA113882160,ERS15876329
ERC000033,SAMEA113883079,ERS15877248
ERC000033,SAMEA113882453,ERS15876622
ERC000033,SAMEA113883480,ERS15877649
ERC000033,SAMEA113882609,ERS15876778
ERC000033,SAMEA113882036,ERS15876205
ERC000033,SAMEA113882032,ERS15876201
ERC000033,SAMEA113883244,ERS15877413
ERC000033,SAMEA113881561,ERS15875730
ERC000033,SAMEA113882456,ERS15876625
ERC000033,SAMEA113884293,ERS15878462
ERC000033,SAMEA113882034,ERS15876203
ERC000033,SAMEA113882757,ERS15876926
ERC000033,SAMEA113881720,ERS15875889
ERC000033,SAMEA113882925,ERS15877094
ERC000033,SAMEA113881879,ERS15876048
ERC000033,SAMEA113883472,ERS15877641
ERC000033,SAMEA113883080,ERS15877249
ERC000033,SAMEA113883240,ERS15877409
ERC000033,SAMEA113882159,ERS15876328
ERC000033,SAMEA113883629,ERS15877798
ERC000033,SAMEA113882451,ERS15876620
ERC000033,SAMEA113882603,ERS15876772
ERC000033,SAMEA113883242,ERS15877411
ERC000033,SAMEA113883790,ERS15877959
ERC000033,SAMEA113883631,ERS15877800
ERC000033,SAMEA113883892,ERS15878061
ERC000033,SAMEA113883898,ERS15878067
ERC000034,SAMEA8584872,ERS6269524
ERC000034,SAMEA8584856,ERS6269508
ERC000034,SAMEA5038425,ERS2850170
ERC000034,SAMEA5038424,ERS2850169
ERC000034,SAMEA5089857,ERS2901202
ERC000034,SAMEA5089842,ERS2901187
ERC000034,SAMEA5089840,ERS2901185
ERC000034,SAMEA5089853,ERS2901198
ERC000034,SAMEA5089861,ERS2901206
ERC000034,SAMEA5089845,ERS2901190
ERC000034,SAMEA5089852,ERS2901197
ERC000034,SAMEA5089866,ERS2901211
ERC000034,SAMEA5089850,ERS2901195
ERC000034,SAMEA5089847,ERS2901192
ERC000034,SAMEA5089851,ERS2901196
ERC000034,SAMEA5089870,ERS2901215
ERC000034,SAMEA5089864,ERS2901209
ERC000034,SAMEA5089858,ERS2901203
ERC000034,SAMEA5089860,ERS2901205
ERC000034,SAMEA5089841,ERS2901186
ERC000034,SAMEA5089859,ERS2901204
ERC000034,SAMEA5089849,ERS2901194
ERC000034,SAMEA5089869,ERS2901214
ERC000034,SAMEA5089846,ERS2901191
ERC000034,SAMEA5089855,ERS2901200
ERC000034,SAMEA5089854,ERS2901199
ERC000034,SAMEA5089862,ERS2901207
ERC000034,SAMEA4081100,ERS1252210
ERC000034,SAMEA4081111,ERS1252221
ERC000034,SAMEA4081472,ERS1252582
ERC000034,SAMEA4081126,ERS1252236
ERC000034,SAMEA4081103,ERS1252213
ERC000034,SAMEA4081469,ERS1252579
ERC000034,SAMEA4081125,ERS1252235
ERC000034,SAMEA4081142,ERS1252252
ERC000034,SAMEA4081108,ERS1252218
ERC000034,SAMEA4081137,ERS1252247
ERC000034,SAMEA4081139,ERS1252249
ERC000034,SAMEA4081099,ERS1252209
ERC000034,SAMEA4081474,ERS1252584
ERC000034,SAMEA4081136,ERS1252246
ERC000034,SAMEA4081135,ERS1252245
ERC000034,SAMEA4081122,ERS1252232
ERC000034,SAMEA4081104,ERS1252214
ERC000034,SAMEA4081140,ERS1252250
ERC000034,SAMEA4081141,ERS1252251
ERC000034,SAMEA4081484,ERS1252594
ERC000034,SAMEA4081117,ERS1252227
ERC000034,SAMEA4081106,ERS1252216
ERC000034,SAMEA4081133,ERS1252243
ERC000034,SAMEA4081123,ERS1252233
ERC000034,SAMEA4081127,ERS1252237
ERC000034,SAMEA4081109,ERS1252219
ERC000034,SAMEA4081124,ERS1252234
ERC000034,SAMEA4081121,ERS1252231
ERC000034,SAMEA4081134,ERS1252244
ERC000034,SAMEA4081129,ERS1252239
ERC000034,SAMEA4081475,ERS1252585
ERC000034,SAMEA4081118,ERS1252228
ERC000034,SAMEA4081101,ERS1252211
ERC000034,SAMEA4081466,ERS1252576
ERC000034,SAMEA4081467,ERS1252577
ERC000034,SAMEA4081120,ERS1252230
ERC000034,SAMEA4081138,ERS1252248
ERC000034,SAMEA4081128,ERS1252238
ERC000034,SAMEA4081116,ERS1252226
ERC000034,SAMEA4081132,ERS1252242
ERC000034,SAMEA4081476,ERS1252586
ERC000034,SAMEA4081482,ERS1252592
ERC000034,SAMEA4081468,ERS1252578
ERC000034,SAMEA4081480,ERS1252590
ERC000034,SAMEA4081112,ERS1252222
ERC000034,SAMEA4081481,ERS1252591
ERC000034,SAMEA4081478,ERS1252588
ERC000034,SAMEA4081473,ERS1252583
ERC000034,SAMEA4081479,ERS1252589
ERC000034,SAMEA4081102,ERS1252212
ERC000034,SAMEA4081486,ERS1252596
ERC000034,SAMEA4081485,ERS1252595
ERC000034,SAMEA4081487,ERS1252597
ERC000034,SAMEA4081483,ERS1252593
ERC000034,SAMEA4081107,ERS1252217
ERC000034,SAMEA4081470,ERS1252580
ERC000034,SAMEA4081114,ERS1252224
ERC000034,SAMEA4081115,ERS1252225
ERC000034,SAMEA4081113,ERS1252223
ERC000034,SAMEA4081130,ERS1252240
ERC000034,SAMEA4081131,ERS1252241
ERC000034,SAMEA4081105,ERS1252215
ERC000034,SAMEA4081110,ERS1252220
ERC000034,SAMEA4081477,ERS1252587
ERC000034,SAMEA4081143,ERS1252253
ERC000034,SAMEA4081471,ERS1252581
ERC000034,SAMEA4081119,ERS1252229
ERC000035,SAMEA13409358,ERS11011828
ERC000035,SAMEA13409263,ERS11011733
ERC000035,SAMEA13409369,ERS11011839
ERC000035,SAMEA13409370,ERS11011840
ERC000035,SAMEA13409386,ERS11011856
ERC000035,SAMEA13409280,ERS11011750
ERC000035,SAMEA13300881,ERS10903698
ERC000035,SAMEA13300880,ERS10903697
ERC000035,SAMEA13300882,ERS10903699
ERC000035,SAMEA13300884,ERS10903701
ERC000035,SAMEA13300877,ERS10903694
ERC000035,SAMEA13300885,ERS10903702
ERC000035,SAMEA13300890,ERS10903707
ERC000035,SAMEA13300891,ERS10903708
ERC000035,SAMEA13300889,ERS10903706
ERC000035,SAMEA13409239,ERS11011709
ERC000035,SAMEA13409246,ERS11011716
ERC000035,SAMEA13409225,ERS11011695
ERC000035,SAMEA13409363,ERS11011833
ERC000035,SAMEA13409213,ERS11011683
ERC000035,SAMEA13409276,ERS11011746
ERC000035,SAMEA13409264,ERS11011734
ERC000035,SAMEA13409199,ERS11011669
ERC000035,SAMEA13409319,ERS11011789
ERC000035,SAMEA13409198,ERS11011668
ERC000035,SAMEA13409175,ERS11011645
ERC000035,SAMEA13409170,ERS11011640
ERC000035,SAMEA13409258,ERS11011728
ERC000035,SAMEA13409307,ERS11011777
ERC000035,SAMEA13409271,ERS11011741
ERC000035,SAMEA13409184,ERS11011654
ERC000035,SAMEA13409207,ERS11011677
ERC000035,SAMEA13409247,ERS11011717
ERC000035,SAMEA13409310,ERS11011780
ERC000035,SAMEA13409377,ERS11011847
ERC000035,SAMEA13409334,ERS11011804
ERC000035,SAMEA13409178,ERS11011648
ERC000035,SAMEA13409241,ERS11011711
ERC000035,SAMEA13409274,ERS11011744
ERC000035,SAMEA13409181,ERS11011651
ERC000035,SAMEA13409304,ERS11011774
ERC000035,SAMEA13409356,ERS11011826
ERC000035,SAMEA13409302,ERS11011772
ERC000035,SAMEA13409242,ERS11011712
ERC000035,SAMEA13409211,ERS11011681
ERC000035,SAMEA13409292,ERS11011762
ERC000035,SAMEA13409265,ERS11011735
ERC000035,SAMEA13409218,ERS11011688
ERC000035,SAMEA13409227,ERS11011697
ERC000035,SAMEA13409259,ERS11011729
ERC000035,SAMEA13409375,ERS11011845
ERC000035,SAMEA13409316,ERS11011786
ERC000035,SAMEA13409268,ERS11011738
ERC000035,SAMEA13409296,ERS11011766
ERC000035,SAMEA13409254,ERS11011724
ERC000035,SAMEA13409385,ERS11011855
ERC000035,SAMEA13409355,ERS11011825
ERC000035,SAMEA13409381,ERS11011851
ERC000035,SAMEA13409352,ERS11011822
ERC000035,SAMEA13409284,ERS11011754
ERC000035,SAMEA13409305,ERS11011775
ERC000035,SAMEA13409380,ERS11011850
ERC000035,SAMEA13409324,ERS11011794
ERC000035,SAMEA13409210,ERS11011680
ERC000035,SAMEA13409331,ERS11011801
ERC000035,SAMEA13409320,ERS11011790
ERC000035,SAMEA13409301,ERS11011771
ERC000035,SAMEA13409290,ERS11011760
ERC000035,SAMEA13409311,ERS11011781
ERC000035,SAMEA13409250,ERS11011720
ERC000035,SAMEA13409362,ERS11011832
ERC000035,SAMEA13409291,ERS11011761
ERC000035,SAMEA13409300,ERS11011770
ERC000035,SAMEA13409298,ERS11011768
ERC000035,SAMEA13409277,ERS11011747
ERC000035,SAMEA13409343,ERS11011813
ERC000035,SAMEA13409317,ERS11011787
ERC000035,SAMEA13409179,ERS11011649
ERC000035,SAMEA13409293,ERS11011763
ERC000035,SAMEA13409285,ERS11011755
ERC000035,SAMEA13409270,ERS11011740
ERC000035,SAMEA13409212,ERS11011682
ERC000035,SAMEA13409379,ERS11011849
ERC000035,SAMEA13409329,ERS11011799
ERC000035,SAMEA13409360,ERS11011830
ERC000035,SAMEA13409223,ERS11011693
ERC000035,SAMEA13409387,ERS11011857
ERC000035,SAMEA13409389,ERS11011859
ERC000035,SAMEA13409295,ERS11011765
ERC000035,SAMEA13409328,ERS11011798
ERC000035,SAMEA13409353,ERS11011823
ERC000035,SAMEA13409374,ERS11011844
ERC000035,SAMEA13409378,ERS11011848
ERC000035,SAMEA13409308,ERS11011778
ERC000035,SAMEA13409318,ERS11011788
ERC000035,SAMEA13409222,ERS11011692
ERC000035,SAMEA13409345,ERS11011815
ERC000035,SAMEA13409359,ERS11011829
ERC000035,SAMEA13409393,ERS11011863
ERC000035,SAMEA13409390,ERS11011860
ERC000036,SAMEA115466974,ERS18693548
ERC000036,SAMEA115466975,ERS18693549
ERC000036,SAMEA115467784,ERS18694406
ERC000036,SAMEA115466580,ERS18693067
ERC000036,SAMEA115467796,ERS18694429
ERC000036,SAMEA115467774,ERS18694396
ERC000036,SAMEA115466579,ERS18693066
ERC000036,SAMEA115467780,ERS18694402
ERC000036,SAMEA115466438,ERS18692924
ERC000036,SAMEA115466318,ERS18692804
ERC000036,SAMEA115466423,ERS18692909
ERC000036,SAMEA115466598,ERS18693085
ERC000036,SAMEA115466320,ERS18692806
ERC000036,SAMEA115466321,ERS18692807
ERC000036,SAMEA115466323,ERS18692809
ERC000036,SAMEA115467847,ERS18695950
ERC000036,SAMEA115467844,ERS18695940
ERC000036,SAMEA115466919,ERS18693465
ERC000036,SAMEA115466758,ERS18693245
ERC000036,SAMEA115466948,ERS18693494
ERC000036,SAMEA115466767,ERS18693254
ERC000036,SAMEA115466754,ERS18693241
ERC000036,SAMEA115466425,ERS18692911
ERC000036,SAMEA115466287,ERS18692773
ERC000036,SAMEA115466776,ERS18693263
ERC000036,SAMEA115466285,ERS18692771
ERC000036,SAMEA115466282,ERS18692768
ERC000036,SAMEA115466635,ERS18693122
ERC000036,SAMEA115466734,ERS18693221
ERC000036,SAMEA115466622,ERS18693109
ERC000036,SAMEA115466305,ERS18692791
ERC000036,SAMEA115467081,ERS18693659
ERC000036,SAMEA115466470,ERS18692956
ERC000036,SAMEA115466468,ERS18692954
ERC000036,SAMEA115466306,ERS18692792
ERC000036,SAMEA115466595,ERS18693082
ERC000036,SAMEA115466946,ERS18693492
ERC000036,SAMEA115466775,ERS18693262
ERC000036,SAMEA115466489,ERS18692975
ERC000036,SAMEA115467067,ERS18693645
ERC000036,SAMEA115466476,ERS18692962
ERC000036,SAMEA115467070,ERS18693648
ERC000036,SAMEA115467827,ERS18695882
ERC000036,SAMEA115466300,ERS18692786
ERC000036,SAMEA115466756,ERS18693243
ERC000036,SAMEA115466308,ERS18692794
ERC000036,SAMEA115466755,ERS18693242
ERC000036,SAMEA115467004,ERS18693578
ERC000036,SAMEA115467828,ERS18695886
ERC000036,SAMEA115466747,ERS18693234
ERC000036,SAMEA115466921,ERS18693467
ERC000036,SAMEA115466475,ERS18692961
ERC000036,SAMEA115466434,ERS18692920
ERC000036,SAMEA115466284,ERS18692770
ERC000036,SAMEA115467825,ERS18695876
ERC000036,SAMEA115466429,ERS18692915
ERC000036,SAMEA115466288,ERS18692774
ERC000036,SAMEA115467826,ERS18695879
ERC000036,SAMEA115466746,ERS18693233
ERC000036,SAMEA115466303,ERS18692789
ERC000036,SAMEA115466486,ERS18692972
ERC000036,SAMEA115467069,ERS18693647
ERC000036,SAMEA115466620,ERS18693107
ERC000036,SAMEA115467831,ERS18695896
ERC000036,SAMEA115466369,ERS18692855
ERC000036,SAMEA115466362,ERS18692848
ERC000036,SAMEA115466743,ERS18693230
ERC000036,SAMEA115466817,ERS18693304
ERC000036,SAMEA115467830,ERS18695893
ERC000036,SAMEA115466593,ERS18693080
ERC000036,SAMEA115466636,ERS18693123
ERC000036,SAMEA115467079,ERS18693657
ERC000036,SAMEA115466442,ERS18692928
ERC000036,SAMEA115466337,ERS18692823
ERC000036,SAMEA115466437,ERS18692923
ERC000036,SAMEA115466330,ERS18692816
ERC000036,SAMEA115466826,ERS18693313
ERC000036,SAMEA115466479,ERS18692965
ERC000036,SAMEA115466343,ERS18692829
ERC000036,SAMEA115466917,ERS18693463
ERC000036,SAMEA115466392,ERS18692878
ERC000036,SAMEA115466457,ERS18692943
ERC000036,SAMEA115467066,ERS18693644
ERC000036,SAMEA115466698,ERS18693185
ERC000036,SAMEA115466691,ERS18693178
ERC000036,SAMEA115466609,ERS18693096
ERC000036,SAMEA115467064,ERS18693642
ERC000036,SAMEA115466689,ERS18693176
ERC000036,SAMEA115466717,ERS18693204
ERC000036,SAMEA115466942,ERS18693488
ERC000036,SAMEA115466711,ERS18693198
ERC000036,SAMEA115466685,ERS18693172
ERC000036,SAMEA115467065,ERS18693643
ERC000036,SAMEA115466722,ERS18693209
ERC000036,SAMEA115466713,ERS18693200
ERC000036,SAMEA115466699,ERS18693186
ERC000036,SAMEA115466693,ERS18693180
ERC000036,SAMEA115466715,ERS18693202
ERC000036,SAMEA115466694,ERS18693181
ERC000036,SAMEA115466461,ERS18692947
ERC000037,SAMEA112903747,ERS14909881
ERC000037,SAMEA112903989,ERS14910123
ERC000037,SAMEA112903741,ERS14909875
ERC000037,SAMEA112903967,ERS14910101
ERC000037,SAMEA112904184,ERS14910318
ERC000037,SAMEA112904175,ERS14910309
ERC000037,SAMEA112904180,ERS14910314
ERC000037,SAMEA112904181,ERS14910315
ERC000037,SAMEA113907775,ERS15901942
ERC000037,SAMEA112896269,ERS14902408
ERC000037,SAMEA112896267,ERS14902406
ERC000037,SAMEA112853009,ERS14859628
ERC000037,SAMEA114296026,ERS16285133
ERC000037,SAMEA114296019,ERS16285126
ERC000037,SAMEA114296016,ERS16285123
ERC000037,SAMEA115084919,ERS17701991
ERC000037,SAMEA115084924,ERS17701996
ERC000037,SAMEA115090218,ERS17713369
ERC000037,SAMEA115090396,ERS17713547
ERC000037,SAMEA115090389,ERS17713540
ERC000037,SAMEA115090560,ERS17713711
ERC000037,SAMEA115090397,ERS17713548
ERC000037,SAMEA115090234,ERS17713385
ERC000037,SAMEA115090559,ERS17713710
ERC000037,SAMEA115090403,ERS17713554
ERC000037,SAMEA115090225,ERS17713376
ERC000037,SAMEA115090400,ERS17713551
ERC000037,SAMEA115090406,ERS17713557
ERC000037,SAMEA115090236,ERS17713387
ERC000037,SAMEA115090395,ERS17713546
ERC000037,SAMEA115090554,ERS17713705
ERC000037,SAMEA115090394,ERS17713545
ERC000037,SAMEA115090571,ERS17713722
ERC000037,SAMEA115090572,ERS17713723
ERC000037,SAMEA115090561,ERS17713712
ERC000037,SAMEA115090420,ERS17713571
ERC000037,SAMEA115090230,ERS17713381
ERC000037,SAMEA115090241,ERS17713392
ERC000037,SAMEA115090243,ERS17713394
ERC000037,SAMEA115090259,ERS17713410
ERC000037,SAMEA115090574,ERS17713725
ERC000037,SAMEA115090250,ERS17713401
ERC000037,SAMEA115090430,ERS17713581
ERC000037,SAMEA115090238,ERS17713389
ERC000037,SAMEA115090576,ERS17713727
ERC000037,SAMEA115090405,ERS17713556
ERC000037,SAMEA115090226,ERS17713377
ERC000037,SAMEA115090245,ERS17713396
